Url: ,https://www.zomato.com/mumbai/burger-king-dadar-west/order
Boneless Wings Regular.,169 rupee,"4Pcs Boneless Chicken Bites Qty: 95 Gms| Kcal: 213 | Carbs 16 Gms| Sugar: 0 Gms| Fat: 9.2 Gms| Saturated fat: 5.2 Gms| Protein: 16.8 Gms| Sodium: 555 Mg Contains: Gluten, Soybean, Milk"
Boneless Wings Large,269 rupee,"7Pcs Boneless Chicken Bites Qty: 165 Gms| Kcal: 371 | Carbs 27.9 Gms| Sugar: 0 Gms| Fat: 16 Gms| Saturated fat: 9.1 Gms| Protein: 29.2 Gms| Sodium: 963.8 Mg Contains: Gluten, Soybean, Milk"
Chicken Wings Fried - 2pcs.,99 rupee,
Chicken Wings Fried - Four Pieces.,179 rupee,Juicy chicken wings cooked to perfection.
Chicken Wings Fried - Ten Pieces,399 rupee,"Chicken Wings Fried To Perfection. Qty: 350 Gms| Kcal: 750 | Carbs 40.1 Gms| Sugar: 0 Gms| Fat: 47 Gms| Saturated fat: 18.5 Gms| Protein: 79.9 Gms| Sodium: 2020 Mg Contains: Gluten, Soybean, Milk"
Chicken Wings Fried - Fifteen Pieces,579 rupee,"Chicken Wings Fried To Perfection. Qty: 525 Gms| Kcal: 1125 | Carbs 60.8 Gms| Sugar: 0 Gms| Fat: 69.8 Gms| Saturated fat: 27 Gms| Protein: 119.3 Gms| Sodium: 3030 Mg Contains: Gluten, Soybean, Milk"
Korean Spicy Chicken (4 Pc)!,199 rupee,"""Boneless Chicken dunked in hot and sweet Korean glaze. Qty: 155 Gms| Kcal: 350.176 | Carbs 27.51 Gms| Sugar: 0 Gms| Fat: 15.5 Gms| Saturated fat: 5.75 Gms| Protein: 25.16 Gms| Sodium: 1592.60 Mg Contains: Gluten, Soybean , Milk , Sesame seeds"""
Korean Spicy Chicken (7 Pc)!,299 rupee,"""Boneless Chicken dunked in hot and sweet Korean glaze. Qty: 221 Gms| Kcal: 595.04 | Carbs 24.77 Gms| Sugar: 0 Gms| Fat: 39.89 Gms| Saturated fat: 15.25 Gms| Protein: 34.23 Gms| Sodium: 2188.96 Mg Contains: Gluten, Soybean , Milk , Sesame seeds"""
Korean Spicy Chicken Wings (4pc)!,229 rupee,"""Chicken Wings dunked in hot and sweet Korean glaze. Qty: 172 Gms| Kcal: 496.80 | Carbs 28.19 Gms| Sugar: 0 Gms| Fat: 30.34 Gms| Saturated fat: 11.04 Gms| Protein: 27.74 Gms| Sodium: 2714.33 Mg Contains: Gluten, Soybean , Milk , Sesame seeds"""
"BK Fusion Shake (made with Kit Kat),",279 rupee,"Made with Kit Kat, enjoy our reach creamy fusion thick shake. Qty: 378 gms| Kcal: 703 | Carbs: 119 gms| Sugar: 71 gms| Fat: 19 gms| Saturated fat: 14 gms| Protein: 15 gms"
Ice Latte.,199 rupee,
Classic Cold Coffee.,199 rupee,Our signature BK Café Coffee ice blended with milk & cream
Chocolate Shake.,189 rupee,Our signature chocolate thick shake.
Mango Shake.,189 rupee,Our signature mango thick shake.
Berry Blast Thick Shake,189 rupee,"Our Signature Black Currant Thick Shake Qty: 300 ML| Kcal: 474 | Carbs 90.9 Gms| Sugar: 68.2 Gms| Fat: 8.8 Gms| Saturated fat: 6 Gms| Protein: 7.9 Gms| Sodium: 150.9 Mg Contains: Soybean, Milk"
"Mocha Frappe,",269 rupee,"Qty: 350 Gms | Kcal: 328 | Carbs 48.3 Gms | Sugar: 10.4 Gms | Fat: 10.2 Gms | Saturated fat: 38.2 Gms | Protein: 8.7 Gms | Sodium: 94.5 Mg Contains: , Milk"
Masala Chai,109 rupee,Masala Chai Qty: 200 Gms| Kcal: 84 | Carbs 15.8 Gms| Sugar: 1.1 Gms| Fat: 2.7 Gms| Saturated fat: 11.2 Gms| Protein: 0.7 Gms| Sodium: 36.2 Mg Contains: Milk
Cappuccino Small.,159 rupee,Small Cappuccino @ 99 Qty: 240 Gms| Kcal: 101 | Carbs 9.8 Gms| Sugar: 4.3 Gms| Fat: 5.8 Gms| Saturated fat: 0 Gms| Protein: 3 Gms| Sodium: 72 Mg Contains: Milk
Café Latte (Small),159 rupee,Our Signature Bk Café© Coffee With Steamed Milk. Qty: 240 Gms| Kcal: 110 | Carbs 9.8 Gms| Sugar: 4.9 Gms| Fat: 6.5 Gms| Saturated fat: 0 Gms| Protein: 3.4 Gms| Sodium: 79.2 Mg Contains: Milk
Hot Chocolate.,179 rupee,Hot Chocolate
Cappuccino (Regular),189 rupee,Espresso With Steamed Milk & Milk Froth. Qty: 330 Gms| Kcal: 138.9 | Carbs 13.5 Gms| Sugar: 5.9 Gms| Fat: 7.9 Gms| Saturated fat: 0 Gms| Protein: 4.1 Gms| Sodium: 99 Mg Contains: Milk
Café Latte (Regular),189 rupee,Our Signature Bk Café© Coffee With Steamed Milk. Qty: 330 Gms| Kcal: 151 | Carbs 13.5 Gms| Sugar: 6.8 Gms| Fat: 8.9 Gms| Saturated fat: 0 Gms| Protein: 4.8 Gms| Sodium: 108.9 Mg Contains: Milk
Mocha Cappuccino (Small).,199 rupee,"Our Signature Bk Café© Coffee With Chocolate Flavour Qty: 240 Gms| Kcal: 246 | Carbs 41 Gms| Sugar: 6.6 Gms| Fat: 5.8 Gms| Saturated fat: 26.4 Gms| Protein: 4.3 Gms| Sodium: 57.6 Mg Contains: Soybean, Milk"
Mocha Cappuccino (Regular),229 rupee,"Our Signature Bk Café© Coffee With Chocolate Flavour Qty: 330 Gms| Kcal: 338.5 | Carbs 56.4 Gms| Sugar: 9 Gms| Fat: 7.9 Gms| Saturated fat: 36.4 Gms| Protein: 5.9 Gms| Sodium: 79.2 Mg Contains: Soybean, Milk"
Americano (Regular),189 rupee,Our signature BK Café Coffee with Hot Water.
Americano (Small),159 rupee,Our signature BK Café Coffee with Hot Water.
Crispy Chicken Burger Peri Peri Meal (R),312.57 rupee,Crispy Chicken Burger+Peri Peri Fries( R)+Coke
Crispy Veg Burger Peri Peri Meal (R),283.57 rupee,Crispy Veg Burger+Peri Peri Fries( R)+Coke
2BK Veggie Burger +2Peri Peri Fries(R),515.14 rupee,2BK Veggie+2Peri Peri Fries( R)
"Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun) Med Meal,",363 rupee,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Extra Crunchy Veg patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces. Served with Fries and Coke. Qty: 759 gms| Kcal: 1014 | Carbs: 142 gms| Sugar: 58 gms| Fat: 41 gms| Saturated fat: 16 gms| Protein: 17 gms"
"BK Veggie Burger+Fries(Reg)+Coca Cola,",324 rupee,"Kcal: 683.63 | Carbs 353.64 Gms | Sugar: 42.39 Gms | Fat: 22.48 Gms | Saturated fat: 8.88 Gms | Protein: 15.6 Gms | Sodium: 944.2 Mg Contains: Gluten, Soybean , Milk , Sesame seeds"
"Crispy Veg Double Patty Meal,",303 rupee,
"Chicken Makhani Burst+Fries(Reg)+Coke,",294 rupee,
Crispy Veg Combo (M),229 rupee,"Masaledar Veg Patty, Onion & Our Signature Tomato Herby Sauce. Served with Crispy Fries & Coca Cola. Kcal: 888.7 | Carbs 547.9 Gms| Sugar: 54.2 Gms| Fat: 27.2 Gms| Saturated fat: 11.7 Gms| Protein: 14.3 Gms| Sodium: 1365.3 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
Original Whopper Veg Combo (M),328 rupee,"Our Signature Whopper with Crunchy Veg Patty, Onions, Lettuce, Tomatoes (Seasonal), Gherkins, Creamy And Smoky Sauces With Xxl Buns. Served With Crispy Fries & Coca Cola. Kcal: 1203.8 | Carbs 594.5 Gms| Sugar: 75.1 Gms| Fat: 39.8 Gms| Saturated fat: 16.6 Gms| Protein: 21.7 Gms| Sodium: 1554.6 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
Original Whopper Chicken Combo (M),358 rupee,"Our Signature Whopper with Flame Grilled Chicken Patty, Onions, Lettuce, Tomatoes (Seasonal), Gherkins, Creamy And Smoky Sauces With Xxl Buns. Served With Crispy Fries & Coca Cola. Kcal: 1189.8 | Carbs 556.5 Gms| Sugar: 60.7 Gms| Fat: 50.7 Gms| Saturated fat: 14.9 Gms| Protein: 32.1 Gms| Sodium: 1585.5 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun) Meal (M),268 rupee,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Extra Crunchy Veg patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces. Served with Fries and Coke. Qty: 759 gms| Kcal: 1014 | Carbs: 142 gms| Sugar: 58 gms| Fat: 41 gms| Saturated fat: 16 gms| Protein: 17 gms"
Crispy Chicken Combo (M),267 rupee,"Crispy Chicken Patty, Onion & Our Signature Tomato Herby Sauce. Served with Crispy Fries & Cola. Kcal: 881.7 | Carbs 541.7 Gms| Sugar: 59.5 Gms| Fat: 29.5 Gms| Saturated fat: 11.6 Gms| Protein: 17.4 Gms| Sodium: 1159.2 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
Chicken Tandoori Burger Combo (M),358 rupee,"Flame Grilled Tandoori Chicken Patty, Veg Khurchan in premium Brioche Buns. Served With Crispy Fries & Coke. Kcal: 1025.3 | Carbs 560.1 Gms| Sugar: 58.9 Gms| Fat: 29.4 Gms| Saturated fat: 15.6 Gms| Protein: 35.3 Gms| Sodium: 1673.6 Mg Contains: Gluten, Soybean, Milk"
Hot 'N' Cheesy Burger Combo (M),358 rupee,"Chilli Creamy Patty, Spicy Sauce, in premium Brioche Buns. Served With Crispy Fries & Coke. Kcal: 1204.6 | Carbs 579.4 Gms| Sugar: 69.5 Gms| Fat: 45.8 Gms| Saturated fat: 18.9 Gms| Protein: 23.8 Gms| Sodium: 1765.3 Mg Contains: Soybean, Milk"
BK Veggie Burger Combo (M),278 rupee,"BK Veg Patty, Lettuce, Tomato(Seasonal) & Our Signature Mayo Sauce. Served with Crispy Fries & Coca Cola. Kcal: 875.1 | Carbs 542.8 Gms| Sugar: 59.8 Gms| Fat: 28 Gms| Saturated fat: 11.5 Gms| Protein: 17.9 Gms| Sodium: 1160.6 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
Flame-Grilled Chicken Whopper Deluxe(Reg. Size Bun) Combo (M),288 rupee,"Our Signature Whopper with Flame Grilled Chicken Patty, Onions, Lettuce, Tomatoes (Seasonal), Gherkins, Creamy And Smoky Sauces. Served With Crispy Fries & Coca Cola. Kcal: 891.6 | Carbs 540.8 Gms| Sugar: 60.4 Gms| Fat: 28.1 Gms| Saturated fat: 13 Gms| Protein: 23.9 Gms| Sodium: 1881.1 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
BK Chicken Burger Combo (M),288 rupee,"BK Chicken Patty, Lettuce, Tomato(Seasonal) & Our Signature Mayo Sauce. Served With Crispy Fries & Coca Cola. Kcal: 937.6 | Carbs 536.4 Gms| Sugar: 59.2 Gms| Fat: 35.6 Gms| Saturated fat: 14 Gms| Protein: 22.9 Gms| Sodium: 850.7 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
Crispy Veg Burger + BK Veg Pizza Puff.,135 rupee,
Crispy Veg+Veggie Strips.,129 rupee,
BK Veg Pizza Puff+Coke.,160 rupee,
Crispy Chicken + Crispy Chicken.,198 rupee,"Crispy Chicken patty burger, our best seller. Enjoy Twice."
Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun)+ Crispy Veg.,219 rupee,Extra Crunchy Veg Whopper Deluxe + Crispy veg patty burger
Double Crispy Veg + Double Crispy Veg.,198 rupee,"Crispy veg patty burger, our best seller! !"
"2 BK Veggie Burgers,",278 rupee,"2 BK Veggie Qty: 304 Gms| Kcal: 705.1 | Carbs 90.9 Gms| Sugar: 15.6 Gms| Fat: 27.3 Gms| Saturated fat: 9.4 Gms| Protein: 24 Gms| Sodium: 1187.6 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
Crispy Chicken + Crunchy Chicken Taco.,218 rupee,
BK Veggie Burger + Veg Taco.,229 rupee,
Veg Makhani Burst Burger+ Medium Peri Peri Fries.,224 rupee,Veg Makhani Burst Burger+ Medium Peri Peri Fries
Crispy Chicken + Chicken Nuggets (4Pcs).,208 rupee,
BK Veggie Burger + Crispy Veg Burger.,209 rupee,"Bk Veggie + Crispy Veg Qty: 289 Gms| Kcal: 714.7 | Carbs 98.8 Gms| Sugar: 14.3 Gms| Fat: 26.4 Gms| Saturated fat: 9.6 Gms| Protein: 20.4 Gms| Sodium: 1392 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
"2 Crunchy Veg Taco+Fries(M),",299 rupee,"Qty: 324 Gms | Kcal: 1004.7 | Carbs 0 Gms | Sugar: 128.2 Gms | Fat: 56 Gms | Saturated fat: 34.6 Gms | Protein: 13.1 Gms | Sodium: 1708 Mg Contains: Gluten, Soybean , Milk"
Crispy Chicken + Med Fries.,218 rupee,Crispy Chicken patty burger with fries on the side.
Crispy Veg Double Patty Burger+Veg Crunchy Taco.,189 rupee,
Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun) + Pizza Puff.,214 rupee,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Extra Crunchy Veg patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces + Pizza Puff"
Chicken Makhani Burst Burger+Fries(Reg)+Peri Peri Sachet.,227.57 rupee,
1Crispy Veg Double Patty + 1Med Fries.,218 rupee,Double up the crispy veg patty burger in our best selling burger with fries on the side
Crispy Chicken Burger+Peri Peri Fries(Reg).,217.57 rupee,
BK Veggie Burger+Veg Makhani Burst Burger.,219 rupee,"BK Veggie Burger+Veg Makhani Burst Burger.. Qty: 287 Gms| Kcal: 667.5 | Carbs 93.9 Gms| Sugar: 15.8 Gms| Fat: 22.8 Gms| Saturated fat: 8.1 Gms| Protein: 21.6 Gms| Sodium: 1361.8 Mg Contains: Gluten, Soybean , Milk , Sesame seeds"
BK Veggie Burger + BK Veg Pizza Puff.,204 rupee,BK Veggie Burger + Pizza Puff
"Crispy Chicken Double Patty Burger+Crunchy Chicken Taco,",258 rupee,"Qty: 317 Gms | Kcal: 797.1 | Carbs 77.50 Gms | Sugar: 13.05 Gms | Fat: 44.31 Gms | Saturated fat: 15.86 Gms | Protein: 22.48 Gms | Sodium: 1412.94 Mg Contains: Gluten, Soybean , Milk , Sesame seeds"
"3 Veg Makhani Burst Burger,",240 rupee,
"Crispy Chicken Burger + BK Chicken Burger,",248 rupee,"Crispy chicken + BK Chicken Qty: 289 Gms| Kcal: 774.1 | Carbs 83.3 Gms| Sugar: 14.7 Gms| Fat: 36.3 Gms| Saturated fat: 12 Gms| Protein: 28.5 Gms| Sodium: 876.3 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
"2 Crunchy Chicken Taco,",238 rupee,
"2 Veg Crunchy Tacos+Crispy Veg Burger,",250 rupee,
"Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun) +Crunchy Veg Taco,",239 rupee,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Extra Crunchy Veg patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces + Crunchy Veg Taco"
"Chocolate Thick Shake + Crispy Veg Burger,",259 rupee,"MRP. 259 | Save Rs. 90, Chocolate Thick Shake + Crispy Veg Burger"
"BK Chicken+Crunchy Chicken Nuggets(4pcs),",258 rupee,"Qty: 234 Gms | Kcal: 583.7 | Carbs 53.3 Gms | Sugar: 7.5 Gms | Fat: 28.7 Gms | Saturated fat: 11 Gms | Protein: 27.9 Gms | Sodium: 289.8 Mg Contains: Gluten, Soybean , Milk , Sesame seeds"
"Crispy Veg Burger+Classic Cold Coffee,",269 rupee,"Qty: 487 Gms | Kcal: 577.2 | Carbs 77.6 Gms | Sugar: 15.4 Gms | Fat: 22.3 Gms | Saturated fat: 25.8 Gms | Protein: 15.4 Gms | Sodium: 938.2 Mg Contains: Gluten, Soybean , Milk , Sesame seeds"
Hot 'N' Cheesy Burger.,299 rupee,"Chilli Creamy Patty, Spicy Sauce, in premium Brioche buns."
Chicken Tandoori Burger.,299 rupee,"Flame Grilled Tandoori Chicken, Veg Khurchan in premium Brioche buns."
Hot 'N' Cheesy Burger+BK Veggie Burger.,438 rupee,
Paneer Royale Wrap+BK Veggie Burger.,368 rupee,
Chicken Tandoori Burger+BK Chicken Burger.,448 rupee,
Crunchy Chicken Wrap+BK Chicken Burger.,458 rupee,
Boneless Wings(7pcs)+Fiery Hell Dip.,292.81 rupee,
Original Whopper Veg(XL size Bun)+Chocolate Thick Shake.,378 rupee,
Original Whopper Chicken(XL size Bun)+Fries(M).,328 rupee,
Original Whopper Veg(XL size Bun) Meal(Reg).,374 rupee,
Hot 'N' Cheesy Burger+Fries(M).,418 rupee,
Original Whopper Veg(XL size Bun)+BK Veggie Burger.,328 rupee,
Original Whopper Veg(XL size Bun)+Peri Peri Fries(M).,333 rupee,
Chicken Tandoori Burger+Fries(Reg).,389 rupee,
Hot 'N' Cheesy Burger+Peri Peri Fries(M).,443 rupee,
Original Whopper Chicken(XL size Bun)+4pcs Crunchy Chicken Nuggets.,318 rupee,
Classic Family Feast for 4 - Veg,938.62 rupee,"Save Rs. 200 | 2 Crispy Veg + BK Veggie + Veg Crunchy Taco + 2 Med Fries + 2 Dips + Coca Cola Medium + Chocolate Thick Shake. Kcal: 2926.9 | Carbs 332.3 Gms| Sugar: 145 Gms| Fat: 114.9 Gms| Saturated fat: 51.7 Gms| Protein: 55.8 Gms| Sodium: 4274 Mg Contains: Gluten, Soybean , Milk , Sesame seeds"
Classic Family Feast for 4 - Chicken,1035.62 rupee,"Save Rs. 200 | 2 Crispy Chicken + BK Chicken + Chicken Crunchy Taco + 2 Med Fries + 2 Dips + Coca Cola Medium + Chocolate Thick Shake. Kcal: 2909 | Carbs 298.8 Gms| Sugar: 142.1 Gms| Fat: 122.3 Gms| Saturated fat: 45.6 Gms| Protein: 68.3 Gms| Sodium: 3488.8 Mg Contains: Gluten, Soybean , Milk , Sesame seeds"
Premium Family Feast for 4 - Veg,1271.38 rupee,"Veg Whopper + Paneer Royale + Crispy Veg + BK Veggie + 2 Med Fries + 1 Dip + 1 Peri Peri Sachet + Coca Cola Medium + Chocolate Thick Shake Kcal: 3398.8 | Carbs 1315.9 Gms| Sugar: 168.3 Gms| Fat: 128.6 Gms| Saturated fat: 55.4 Gms| Protein: 78.6 Gms| Sodium: 5328.1 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
Premium Family Feast for 4 - Chicken,1300.38 rupee,"Chicken Whopper + Fiery Chicken + Crispy Chicken + Chicken Crunchy Taco + 2 Med Fries + 1 Dip + Peri Peri Sachet + Coca Cola Medium + Chocolate Thick Shake Kcal: 3321.6 | Carbs 1228.2 Gms| Sugar: 147.2 Gms| Fat: 141.8 Gms| Saturated fat: 49.1 Gms| Protein: 89.2 Gms| Sodium: 5008.5 Mg Contains: Gluten, Soybean, Milk, Sesame seeds"
2 Crispy Chicken Burger + 4Pc Fried Wings + 2 Coca Cola,359 rupee,Save Rs 160 | 2Crispy Chicken Burger + 4Pc Fried Wings + 2 Coca Cola
11Pc Boneless Wings,329 rupee,Save Rs 108 | 11pcs Boneless Bites
2Pc Fried Wings+4Pc Boneless+4Pc Nuggets+3 Dips+1 Coca Cola,399 rupee,Save Rs153 | 2Pc Fried Wings + 4Pc Boneless + 4Pc Nuggets + 3 Dips + 1 Coca Cola
"BK Fusion Sundae (made with Kit Kat),",129 rupee,"Made with Kit Kat, enjoy our rich creamy fusion sundae. Qty: 128 gms| Kcal: 327 | Carbs: 49 gms| Sugar: 32 gms| Fat: 12 gms| Saturated fat: 10 gms| Protein: 6 gms"
"2 BK Fusion Sundae (made with Kit Kat),",258 rupee,"2 X Made with Kit Kat, enjoy our reach creamy fusion thick sundae. Qty: 256 gms| Kcal: 654 | Carbs: 97 gms| Sugar: 64 gms| Fat: 24 gms| Saturated fat: 19 gms| Protein: 13 gms"
Choco Lava Cup,109 rupee,"Melty Chocolate Filled In Cupcake Qty: 80 Gms| Kcal: 349 | Carbs 44.4 Gms| Sugar: 16.9 Gms| Fat: 4.9 Gms| Saturated fat: 27.4 Gms| Protein: 3.6 Gms| Sodium: 112 Mg Contains: Gluten, Soybean, Milk"
Chocolate Mousse Cup,119 rupee,"Airy And Creamy Chocolate Mousse Topped With Chocolate Ganache And Choco Chips Qty: 80 Gms| Kcal: 200 | Carbs 35 Gms| Sugar: 25 Gms| Fat: 5.7 Gms| Saturated fat: 4.4 Gms| Protein: 2.2 Gms| Sodium: 67 Mg Contains: Soybean, Milk"
Coca Cola Medium,95 rupee,Cola. Kcal: 190.1 | Carbs 52 Gms| Sugar: 52 Gms| Fat: 0 Gms| Saturated fat: 0 Gms| Protein: 0 Gms| Sodium: 38
Medium Thums Up,95 rupee,
Fanta Medium,95 rupee,
Sprite Medium,95 rupee,
